claim_id,model_id,score,quote,grading_call_id
c-005,openai/gpt-5.4,3,"**Dissent** critically needs persuasive force, precision, and calibration. So **STE / repo ste** should not be the primary method: they help clarity but tend to weaken persuasive and dialectical range.",gen-1786675079-wALo4jJok4LphniD0fqG
c-005,anthropic/claude-opus-4.7,3,STE and Hemingway disqualified — both damage persuasion and the second damages calibration.,gen-1786675079-wALo4jJok4LphniD0fqG
c-005,x-ai/grok-4.5,3,"Pure STE lockdown (too slow/rigid while facts move), blameless full write-up (wrong timing), Hemingway score-chasing if it erases necessary technical terms.",gen-1786675079-wALo4jJok4LphniD0fqG
c-006,openai/gpt-5.4,2,it rewards **commitment** even where caution is the honest move,gen-1786675079-wALo4jJok4LphniD0fqG
c-006,anthropic/claude-opus-4.7,3,"humanize damages confidence calibration outside its paper-override mode — Pass 1's ""take a position where the draft hedges"" is direct instruction to strip qualifiers. The paper overrides restore calibration, but the default mode does not.",gen-1786675079-wALo4jJok4LphniD0fqG
c-006,x-ai/grok-4.5,3,"humanize's default Pass 1 (""take a position"") is overridden for papers",gen-1786675079-wALo4jJok4LphniD0fqG
c-007,openai/gpt-5.4,3,"**What is needed but missing:** a dedicated **uncertainty-forward incident update protocol**: explicit ""known / unknown / being checked"" · timestamped assertions · confidence labels · next update time · action instructions separated from hypotheses · reader-centric reassurance without false certainty",gen-1786675079-wALo4jJok4LphniD0fqG
c-007,anthropic/claude-opus-4.7,3,"Incident notification while facts are moving. No technique on this list solves the core problem: writing under uncertainty for a mixed audience (operators, executives, customers, press) whose needs conflict.",gen-1786675079-wALo4jJok4LphniD0fqG
c-007,x-ai/grok-4.5,3,"Available techniques give speed (BLUF/plainspoken), clarity (STE/plain), or calibration language, but none simultaneously optimize: (a) extreme brevity + scannability, (b) faithful real-time confidence calibration that updates without looking like flip-flopping, (c) empathy for affected parties without creating liability admissions, and (d) accessibility.",gen-1786675079-wALo4jJok4LphniD0fqG
c-008,openai/gpt-5.4,3,"none of these, as presented in the packet, explicitly guarantees: alternatives considered, decision criteria, trade-offs accepted, dissent recorded, reversibility, assumptions likely to expire.",gen-1786675079-wALo4jJok4LphniD0fqG
c-008,anthropic/claude-opus-4.7,3,"Decision record read five years later. Durability at 3 is the hardest quality to supply because it depends on facts about future readers we cannot know: what context they will and will not share. Every technique here helps at the margin; none solves it. What's needed: an explicit ""context that a later reader will not have"" section as a required element, which no technique in the set mandates.",gen-1786675079-wALo4jJok4LphniD0fqG
c-008,x-ai/grok-4.5,2,pure informational briefs that must also be highly durable for unknown future readers while remaining extremely brief—Pyramid helps structure but can over-claim; STE helps accessibility but can feel robotic.,gen-1786675079-wALo4jJok4LphniD0fqG
c-009,openai/gpt-5.4,1,Pyramid or BLUF for order · Toulmin for the core contested claim,gen-1786675079-wALo4jJok4LphniD0fqG
c-009,anthropic/claude-opus-4.7,3,"Toulmin combines with Minto. Minto's pyramid places the claim on top; Toulmin describes what the claim needs beneath it (grounds, warrant, backing, qualifier, rebuttal). They are not competitors.",gen-1786675079-wALo4jJok4LphniD0fqG
c-009,x-ai/grok-4.5,2,Argumentation + Pyramid give force and structure,gen-1786675079-wALo4jJok4LphniD0fqG
c-010,openai/gpt-5.4,0,,gen-1786675079-wALo4jJok4LphniD0fqG
c-010,anthropic/claude-opus-4.7,3,STE and plain language do not combine well. They agree on active voice and short sentences but STE's controlled vocabulary is stricter than plain language wants. Pick one per document.,gen-1786675079-wALo4jJok4LphniD0fqG
c-010,x-ai/grok-4.5,1,STE/ste or ISO plain as base,gen-1786675079-wALo4jJok4LphniD0fqG
c-011,openai/gpt-5.4,2,long-form memo can sacrifice brevity for durability — **inference: F**,gen-1786675079-wALo4jJok4LphniD0fqG
c-011,anthropic/claude-opus-4.7,3,"Amazon 6-pager damages brevity — that's its point. Six pages is the ceiling, not a violation. Marked negative here only because the technique produces long documents, not because that's wrong.",gen-1786675079-wALo4jJok4LphniD0fqG
c-011,x-ai/grok-4.5,2,"Amazon narrative: length and story form trade brevity and pure scannability for depth, shared context, and durability",gen-1786675079-wALo4jJok4LphniD0fqG
c-012,openai/gpt-5.4,3,**Pyramid** assumes a stable top-line claim more than this genre often permits.,gen-1786675079-wALo4jJok4LphniD0fqG
c-012,anthropic/claude-opus-4.7,3,"Plainspoken's ""decide, don't survey"" is malpractice in an incident notification where the facts are still moving.",gen-1786675079-wALo4jJok4LphniD0fqG
c-012,x-ai/grok-4.5,3,Pyramid/BLUF/plainspoken: answer-first and 'decide don't survey' raise actionability and scannability but can suppress confidence calibration when the honest answer is 'it depends / still unknown.',gen-1786675079-wALo4jJok4LphniD0fqG
c-013,openai/gpt-5.4,2,No technique in the packet is backed here by direct experimental results. So **E is effectively absent** from the supplied corpus.,gen-1786675079-wALo4jJok4LphniD0fqG
c-013,anthropic/claude-opus-4.7,3,Most techniques on this list rest primarily on **I** (institutional adoption) and **P** (practitioner consensus). Only plain language and Toulmin have substantial **X**.,gen-1786675079-wALo4jJok4LphniD0fqG
c-013,x-ai/grok-4.5,2,"institutional adoption (Army, Amazon, McKinsey, Google SRE, ASD, ISO) is the strongest real-world signal available for most of these techniques. True experimental evidence on end-to-end organizational outcomes (decision quality, error rates, time-to-action, learning) is thin across the board.",gen-1786675079-wALo4jJok4LphniD0fqG
c-014,openai/gpt-5.4,0,,gen-1786675079-wALo4jJok4LphniD0fqG
c-014,anthropic/claude-opus-4.7,3,"humanize helps accountability via its ""attribution to nobody"" flag — ""studies show"" without a citation is exactly the agentless construction accountability-focused editing removes.",gen-1786675079-wALo4jJok4LphniD0fqG
c-014,x-ai/grok-4.5,0,,gen-1786675079-wALo4jJok4LphniD0fqG
c-015,openai/gpt-5.4,1,"**Dissent** needs **precision, calibration, and persuasive force** together. Weak rhetoric fails; overstated rhetoric backfires.",gen-1786675079-wALo4jJok4LphniD0fqG
c-015,anthropic/claude-opus-4.7,3,Dissent that must persuade someone senior without damaging the relationship. Toulmin handles the argument. Nothing on this list handles the interpersonal load. Empathy is scored at 3 for this genre and no technique scores above +1 on it.,gen-1786675079-wALo4jJok4LphniD0fqG
c-015,x-ai/grok-4.5,3,none fully solve the political/empathy tightrope while preserving an auditable trail of reasoning and evidence that survives re-reading months later under different power conditions,gen-1786675079-wALo4jJok4LphniD0fqG
c-016,openai/gpt-5.4,3,"The useful combinations are **sequential**, not simultaneous.",gen-1786675079-wALo4jJok4LphniD0fqG
c-016,anthropic/claude-opus-4.7,3,"Sequence, don't blend. Techniques operate at different levels (structure, sentence, word). Apply them in that order: structural technique first (Minto, BLUF, 6-pager, postmortem template, Toulmin), then sentence-level (STE, plain language, Hotaling), then word-level pass (humanize's audit, Hemingway *as a diagnostic only*).",gen-1786675079-wALo4jJok4LphniD0fqG
c-016,x-ai/grok-4.5,3,"Structure first (Pyramid / BLUF / Amazon narrative / Toulmin skeleton), then language layer (STE/ste or ISO plain or Hotaling or humanize pass).",gen-1786675079-wALo4jJok4LphniD0fqG
c-017,openai/gpt-5.4,1,active voice improves accountability — **F**,gen-1786675079-wALo4jJok4LphniD0fqG
c-017,anthropic/claude-opus-4.7,3,"STE / ste-repo damage accountability because ""the agent is unknown"" passives and imperative-only construction obscure who acts. This is a feature for maintenance manuals and a defect for decision records.",gen-1786675079-wALo4jJok4LphniD0fqG
c-017,x-ai/grok-4.5,2,"controlled vocabulary and one-meaning-per-word raise precision and accessibility for procedures; they reduce expressive range needed for nuance, dissent, and some calibrated scientific claims, and can force awkwardness that harms persuasion.",gen-1786675079-wALo4jJok4LphniD0fqG
c-018,openai/gpt-5.4,2,"Blameless postmortem practice is useful for learning after incidents, but can obscure individual agency if copied carelessly into genres that require explicit ownership.",gen-1786675079-wALo4jJok4LphniD0fqG
c-018,anthropic/claude-opus-4.7,3,"The postmortem cell for accountability is negative on purpose. A blameless postmortem deliberately hides individual agency (""the on-call engineer pushed"" → ""the deploy was pushed"") to make honest reporting safe.",gen-1786675079-wALo4jJok4LphniD0fqG
c-018,x-ai/grok-4.5,3,"For postmortems under blameless convention, individual accountability is deliberately de-emphasized in favor of systemic accountability; the cell reflects the genre's typical cultural demand, not a universal moral claim.",gen-1786675079-wALo4jJok4LphniD0fqG
c-019,openai/gpt-5.4,2,"may reduce precision, nuance, and calibration if optimized mechanically — **inference: F**",gen-1786675079-wALo4jJok4LphniD0fqG
c-019,anthropic/claude-opus-4.7,3,"Hemingway damages precision and confidence calibration because its grade-level scoring penalizes the qualifying clauses and subordinate structures that carry calibrated uncertainty. A scientific sentence like ""these results suggest, but do not establish, X under condition Y"" scores badly and is objectively correct.",gen-1786675079-wALo4jJok4LphniD0fqG
c-019,x-ai/grok-4.5,2,optimizing the score can damage precision and natural rhythm,gen-1786675079-wALo4jJok4LphniD0fqG
c-020,openai/gpt-5.4,3,"Use **STE / repo `ste`** for technical docs, procedures, onboarding, and UI/help text.",gen-1786675079-wALo4jJok4LphniD0fqG
c-020,anthropic/claude-opus-4.7,3,Reference and onboarding documentation. Spine: **STE / ste-repo** — this is exactly the genre STE was built for.,gen-1786675079-wALo4jJok4LphniD0fqG
c-020,x-ai/grok-4.5,3,"Genre 10 (reference): C/H = precision, scannability, actionability, accessibility, durability. Survivors: STE/ste or ISO plain.",gen-1786675079-wALo4jJok4LphniD0fqG
c-021,openai/gpt-5.4,2,Named in the brief only; not represented here.,gen-1786675079-wALo4jJok4LphniD0fqG
c-021,anthropic/claude-opus-4.7,3,Hotaling's rules are practitioner consensus in scientific writing communities; the empirical base for specific rules is thin though the direction is well-supported.,gen-1786675079-wALo4jJok4LphniD0fqG
c-021,x-ai/grok-4.5,3,Direct experimental test of the exact rule set: none found; face-valid and experience-based.,gen-1786675079-wALo4jJok4LphniD0fqG
c-022,openai/gpt-5.4,2,"AI-sounding prose comes from filler, hedging, genericity, and machine cadence — **F**",gen-1786675079-wALo4jJok4LphniD0fqG
c-022,anthropic/claude-opus-4.7,3,"Evidence that ""AI tells"" as catalogued in humanize actually change reader trust or comprehension rather than just reader suspicion of AI origin. This is testable and would sharpen the humanize skill's scope claim.",gen-1786675079-wALo4jJok4LphniD0fqG
c-022,x-ai/grok-4.5,3,audit.py flags are reliable indicators of AI authorship: useful heuristic; not validated as a detector.,gen-1786675079-wALo4jJok4LphniD0fqG
c-023,openai/gpt-5.4,3,"the right answer is **not** ""pick one house style."" It is: 1. diagnose the genre's demand profile; 2. choose one **structuring** technique; 3. add one or two **sentence-level** constraints; 4. add one **epistemic** convention where uncertainty or blame matters; 5. avoid techniques whose default moves damage the genre.",gen-1786675079-wALo4jJok4LphniD0fqG
c-023,anthropic/claude-opus-4.7,3,"The right frame is not ""which technique wins"" but **which qualities the genre demands, and which techniques supply those qualities without damaging the others**.",gen-1786675079-wALo4jJok4LphniD0fqG
c-023,x-ai/grok-4.5,3,match technique (or sequenced combination) to the genre's demand profile. Do not default to 'write clearly' or any one house style.,gen-1786675079-wALo4jJok4LphniD0fqG
c-024,openai/gpt-5.4,1,PR-FAQ supports working backward from user value — **?**,gen-1786675079-wALo4jJok4LphniD0fqG
c-024,anthropic/claude-opus-4.7,2,PR-FAQ adds customer/empathy framing.,gen-1786675079-wALo4jJok4LphniD0fqG
c-024,x-ai/grok-4.5,2,"Amazon six-page narrative + PR-FAQ: Forces clearer thinking, shared context, and better decisions than slide decks: institutional (Amazon practice, described in *Working Backwards* and internal lore) + practitioner reports from ex-Amazonians.",gen-1786675079-wALo4jJok4LphniD0fqG
c-025,openai/gpt-5.4,3,**Brevity vs durability.** A skim-friendly status update can omit context that a later reader needs.,gen-1786675079-wALo4jJok4LphniD0fqG
c-025,anthropic/claude-opus-4.7,3,**Brevity vs. durability.** The decision record is read years later by someone who was not there. Brevity that assumed shared context ages badly.,gen-1786675079-wALo4jJok4LphniD0fqG
c-025,x-ai/grok-4.5,3,brevity vs. precision and durability,gen-1786675079-wALo4jJok4LphniD0fqG
c-026,openai/gpt-5.4,2,"**Accessibility vs precision.** STE and plain language improve comprehension, especially for second-language readers, but controlled vocabularies and simplification can flatten nuance in argumentative or scientific genres.",gen-1786675079-wALo4jJok4LphniD0fqG
c-026,anthropic/claude-opus-4.7,2,Classical/Toulmin argument: Accessibility: 0,gen-1786675079-wALo4jJok4LphniD0fqG
c-026,x-ai/grok-4.5,2,"Argumentation (classical structure + Toulmin claim/grounds/warrant/qualifier/rebuttal): maximizes persuasive force, calibration (via qualifiers/rebuttals), and accountability of reasoning; costs brevity and can reduce accessibility for non-specialists.",gen-1786675079-wALo4jJok4LphniD0fqG
