claim_id,model_id,score,quote,grading_call_id
c-006,x-ai/grok-4.5,3,"Surface-feature proxies (short sentences, simple words, active voice, low grade level, forced commitment, no hedges, no bullets) function as useful diagnostics but are invalid as universal optimization targets.",gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-007,openai/gpt-5.4,2,the brief is right that this is not a stylistic quirk but a theory of cognition,gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-007,anthropic/claude-opus-4.7,3,The bullet-ban as rival theory of clarity: P (defensible on the grounds that prose forces connective reasoning; the strong claim that this beats well-structured bullets is unproven).,gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-007,x-ai/grok-4.5,2,Amazon's narrative ban on bullets and STE's compression are rival theories of clarity that cannot both be optimal for the same document; each serves different demand profiles.,gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-008,openai/gpt-5.4,2,"Claim: prose reasoning exposes muddled thinking better than bullets. F in this supplied record, though the brief identifies it as an explicit theory.",gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-008,anthropic/claude-opus-4.7,3,"Full prose exposes muddled thinking that bullets hide: P/F (Bezos's assertion, repeated by former executives; no controlled study).",gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-008,x-ai/grok-4.5,2,No broad experimental RCTs on comprehension or decision quality vs. alternatives; rival theory to compression is assertion + local success.,gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-009,openai/gpt-5.4,3,"Status-update dishonesty is only partly a writing problem. Craft can improve traceability, calibration, and loss resistance during summarization. It cannot remove incentives to reassure upward.",gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-009,anthropic/claude-opus-4.7,3,"Status update honesty degrades at each hierarchical hop, and the brief is right that this is both a writing problem and an incentive problem.",gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-009,x-ai/grok-4.5,3,Craft can make an honest update easier than a reassuring one (BLUF + forced 'risks/unknowns/blockers' section + raw numbers + links to source data + explicit confidence). It cannot fix the incentive to sandbag or upward-manage.,gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-010,openai/gpt-5.4,3,"A surface audit cannot reliably distinguish cowardly hedging from honest calibration. That is a structural limit, not a tuning bug.",gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-010,anthropic/claude-opus-4.7,3,"audit.py in the `humanize` skill flags ""may,"" ""might,"" ""could,"" ""possibly"" as hedges to remove; the same words are the honest register in investigation summaries and incident notifications.",gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-010,x-ai/grok-4.5,3,A surface audit cannot distinguish a weasel word from a confidence interval or proper qualifier—human (or domain) judgment is required.,gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-011,openai/gpt-5.4,1,"The earlier series conclusion quoted in the brief — that surface features are valid diagnostics but bad optimization targets, and that 'shorter is better' Goodharts fast — is supported by these supplied materials",gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-011,anthropic/claude-opus-4.7,3,"""more committed is generally better"" is valid for personal-voice publishing and invalid as a target for organizational decision writing. Same Goodhart shape, different surface feature.",gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-011,x-ai/grok-4.5,2,"This extends and strengthens the prior finding (shared by STE, Hemingway, Hotaling, and the Claude skills) that shorter/simpler is not generally better; Goodhart's Law applies immediately once the proxy becomes the goal.",gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-012,openai/gpt-5.4,3,"What is needed: a dedicated uncertainty-preserving incident schema with mandatory fields for knowns, unknowns, reader action, owner, and next update time. None of the supplied techniques gives that schema directly.",gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-012,anthropic/claude-opus-4.7,3,What would be needed: a technique explicitly built for committed uncertainty. It would take BLUF's front-loading and add a required uncertainty structure — something like: Bottom line: what is happening (committed) / Confidence: what we know vs. what we are inferring (calibrated) / Next update: when the next one arrives,gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-012,x-ai/grok-4.5,3,"What is needed: a native 'moving-facts' template with mandatory known/unknown/confidence/next-update fields, time-stamped, that treats uncertainty as a first-class, scannable object rather than a surface defect.",gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-013,openai/gpt-5.4,0,,gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-013,anthropic/claude-opus-4.7,3,"ISO 24495-1 is the only technique that scores non-negative on all ten considerations. It is not sufficient for any genre — it does not structure argument, front-load conclusions, or handle uncertainty — but it is a safe substrate on which the other techniques operate.",gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-013,x-ai/grok-4.5,0,,gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-014,openai/gpt-5.4,2,blameless postmortem convention is the wrong time horizon,gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-014,anthropic/claude-opus-4.7,3,The blameless-postmortem convention handles the second well and damages the first.,gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-014,x-ai/grok-4.5,2,Blameless is for after.,gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-015,openai/gpt-5.4,2,the bundle is not one technique but a conflicting toolkit whose value depends on sequencing and genre selection.,gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-015,anthropic/claude-opus-4.7,3,This run contradicts any earlier suggestion that the claude-writing-skills repo's three skills form a coherent toolkit. They are three tools for three different problems,gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-015,x-ai/grok-4.5,1,Techniques that maximize one set damage another.,gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-016,openai/gpt-5.4,3,Brevity vs durability: incident notices and status updates need brevity now; decision records and postmortems need context preserved for later readers.,gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-016,anthropic/claude-opus-4.7,3,Brevity vs durability. Incident notification wants both maximum brevity and enough context for later readers. It cannot have both,gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-016,x-ai/grok-4.5,3,"Brevity (high in 5, 7) vs. durability (high in 6, 8, 10).",gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-017,openai/gpt-5.4,2,"The same compression also tends to damage confidence calibration in uncertainty-bearing genres: its model is instruction under known procedure, not evolving evidence.",gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-017,anthropic/claude-opus-4.7,2,BLUF damages calibration mildly because military decision environments prefer a wrong-and-fast answer to a right-and-slow one.,gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-017,x-ai/grok-4.5,3,STE is not a general-purpose standard and actively harms persuasion and calibrated uncertainty by design (controlled vocabulary and tense restrictions remove devices those tasks need).,gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-018,openai/gpt-5.4,2,"Claim: it helps L2 readers and translation. P / F in this record; plausible from design, but not evidenced here.",gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-018,anthropic/claude-opus-4.7,3,"STE accessibility for second-language readers — asserted from the standard's origins in aerospace maintenance manuals for non-native English mechanics; the empirical base is industry adoption, not controlled comprehension studies against alternatives.",gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-018,x-ai/grok-4.5,2,designed for L2 comprehension and translation (some supporting studies on reduced ambiguity); practitioner consensus inside domain,gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-019,openai/gpt-5.4,2,"Dissent: Toulmin/classical argument first, empathy second, answer-first summary last. Avoid STE.",gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-019,anthropic/claude-opus-4.7,3,Persuasive force is 3; empathy is 3; only Toulmin scores well on both.,gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-019,x-ai/grok-4.5,2,Classical/Toulmin (ethos/pathos/logos + claim/grounds/warrant/qualifier/rebuttal) + humanize commitment + high empathy. STE and pure Hemingway damage force.,gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-020,openai/gpt-5.4,3,"Reference / onboarding documentation: Strongest case for STE-like control, lists, terminology discipline, and lookup-friendly structure. This is the genre that most resembles the reader model STE assumes.",gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-020,anthropic/claude-opus-4.7,3,"Its home is safety-critical procedure. Within that scope its scores are +2 across precision, actionability, and accessibility.",gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-020,x-ai/grok-4.5,3,"Reference/onboarding: STE or ISO + scannability (lists, headings) + durability. Hemingway/Hotaling for concision. Amazon ban on bullets is actively harmful.",gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-021,openai/gpt-5.4,2,"this technique likely serves durability, context preservation, and some kinds of persuasive force, while damaging scannability and often brevity, especially if the ban on bullets is treated as absolute rather than situational.",gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-021,anthropic/claude-opus-4.7,3,Brevity in Amazon's narrative memo is −2 because the format requires six pages of prose; that is the whole point.,gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-021,x-ai/grok-4.5,3,d (up to 6 pp narrative) … D (bans bullets; continuous prose),gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-022,openai/gpt-5.4,3,"Decision records are read later by absent readers, so durability, precision, and accountability are central.",gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-022,anthropic/claude-opus-4.7,3,"Read years later by strangers; must carry the reasoning, not just the outcome. Bullets hide the 'why'.",gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-022,x-ai/grok-4.5,3,Decision record (high precision/accountability/durability): Amazon narrative or full prose + Toulmin structure for the X-over-Y logic + ISO. Avoid pure brevity optimization.,gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-023,openai/gpt-5.4,2,"in uncertainty-heavy genres, 'conclusion on top' can force false closure if the honest answer is still provisional.",gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-023,anthropic/claude-opus-4.7,2,"BLUF alone damages calibration. Adding a required 'confidence' line — 'confidence: high / medium / low, based on X' — restores it.",gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-023,x-ai/grok-4.5,2,Commits early—damages pure calibration genres.,gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-024,openai/gpt-5.4,3,"The decisive test is not whether prose looks cleaner. It is whether readers: make better decisions, preserve fewer false certainties, escalate sooner, fund better proposals, forgive failures appropriately, and reconstruct decisions later.",gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-024,anthropic/claude-opus-4.7,3,"Every technique in the set is currently evaluated by proxies (readability scores, tell counts, expert judgment) rather than decision outcomes. This is the missing evidence base and it is missing for all techniques, not just some.",gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-024,x-ai/grok-4.5,3,"Overall pattern: Institutional adoption and practitioner consensus dominate. Direct experimental evidence linking specific techniques to organizational outcomes (better decisions, higher trust, fewer repeated incidents, less aggregation decay) is sparse.",gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-025,openai/gpt-5.4,0,,gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-025,anthropic/claude-opus-4.7,2,"The specific coefficient-of-variation target (CV > 0.4): F (a number chosen because it works, not one derived from evidence).",gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-025,x-ai/grok-4.5,2,"humanize skill: Four passes (force specific/committing claims, cut, break cadence, mechanical audit) + sci/academic overrides + voice profile.",gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-026,openai/gpt-5.4,3,"Scannability vs connective reasoning: lists and compressed headings help lookup, but can hide argument.",gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-026,anthropic/claude-opus-4.7,3,A skimmed status update and a decision record read years later want opposite structural choices. Bullets serve the first; connective prose serves the second.,gen-1786661212-xG9dR6U8uwM0GDvYr5xa
c-026,x-ai/grok-4.5,2,Scannability/actionability vs. the continuous-prose demands that expose logic (Amazon-style).,gen-1786661212-xG9dR6U8uwM0GDvYr5xa
