claim_id,model_id,score,quote,grading_call_id
c-015,google/gemini-3.1-pro-preview,1,"Use a PR label (e.g., demo-worthy) or size heuristic",gen-1785608555-6Z86VIQXZ3mGdgo71wvd
c-016,openai/gpt-5.4,0,,gen-1785608555-6Z86VIQXZ3mGdgo71wvd
c-016,anthropic/claude-opus-4.7,3,Video assembly: Remotion (React-based programmatic video) or FFmpeg direct. Remotion is the strongest fit because your intermediate is a structured script.,gen-1785608555-6Z86VIQXZ3mGdgo71wvd
c-016,google/gemini-3.1-pro-preview,0,,gen-1785608555-6Z86VIQXZ3mGdgo71wvd
c-017,openai/gpt-5.4,0,,gen-1785608555-6Z86VIQXZ3mGdgo71wvd
c-017,anthropic/claude-opus-4.7,3,"could this be built as a layer on top of Supademo or Arcade rather than a standalone product? A 'Supademo trigger from GitHub' plugin would capture much of the value if their APIs allow programmatic demo creation. [UNVERIFIED — need to check their APIs]. If yes, the standalone-product thesis weakens meaningfully.",gen-1785608555-6Z86VIQXZ3mGdgo71wvd
c-017,google/gemini-3.1-pro-preview,0,,gen-1785608555-6Z86VIQXZ3mGdgo71wvd
c-018,openai/gpt-5.4,0,,gen-1785608555-6Z86VIQXZ3mGdgo71wvd
c-018,anthropic/claude-opus-4.7,2,Danger.js / Danger Systems — the canonical 'run stuff on a PR and comment back' framework. Directly relevant scaffolding.,gen-1785608555-6Z86VIQXZ3mGdgo71wvd
c-018,google/gemini-3.1-pro-preview,0,,gen-1785608555-6Z86VIQXZ3mGdgo71wvd
c-019,openai/gpt-5.4,2,"The product touches engineering, PM, marketing, support, and enablement. Buying center may be unclear.",gen-1785608555-6Z86VIQXZ3mGdgo71wvd
c-019,anthropic/claude-opus-4.7,0,,gen-1785608555-6Z86VIQXZ3mGdgo71wvd
c-019,google/gemini-3.1-pro-preview,0,,gen-1785608555-6Z86VIQXZ3mGdgo71wvd
c-020,openai/gpt-5.4,1,"Run manual concierge workflow: pick recent merged features, ask engineer the five questions, produce script, ask PM/sales/support whether it was useful",gen-1785608555-6Z86VIQXZ3mGdgo71wvd
c-020,anthropic/claude-opus-4.7,3,"Phase 0 (2 weeks) — Discovery, not build. 10 interviews with target users... Look at 50 recently merged PRs from 3–5 friendly repos and hand-classify: how many are demo-worthy?",gen-1785608555-6Z86VIQXZ3mGdgo71wvd
c-020,google/gemini-3.1-pro-preview,0,,gen-1785608555-6Z86VIQXZ3mGdgo71wvd
c-021,openai/gpt-5.4,1,"If the engineer skips the interview, route to PM/EM rather than dropping the artifact entirely.",gen-1785608555-6Z86VIQXZ3mGdgo71wvd
c-021,anthropic/claude-opus-4.7,2,"E4: Author vs. reviewer. Does the interview work better when addressed to the PR author, or to a designated demo-owner? The RFC assumes author; that assumption deserves testing.",gen-1785608555-6Z86VIQXZ3mGdgo71wvd
c-021,google/gemini-3.1-pro-preview,0,,gen-1785608555-6Z86VIQXZ3mGdgo71wvd
