claim_id,model_id,score,quote,grading_call_id
c-023,anthropic/claude-opus-4.7,3,we aim to demonstrate why the academic community should shift focus from detection to transparency and ethical guidelines,gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-023,x-ai/grok-4.5,2,Cat-and-mouse: humanizers exist largely to evade detectors; detection and evasion co-evolve and neither is reliable.,gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-024,openai/gpt-5.4,2,"The scientific-paper override is notably better than the generic mode. It correctly protects calibrated hedging, related-work balance, technical vocabulary, and conventional structure. It also imports Gopen & Swan in a way that is more evidence-based than the rest of the repo.",gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-024,anthropic/claude-opus-4.7,3,"invokes Gopen & Swan by name for the scientific-paper override section (stress position, topic position, old-to-new flow, subject-verb proximity)",gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-024,x-ai/grok-4.5,2,"Academic overrides (calibrated hedges, IMRaD, passive-as-tool, Gopen–Swan positive moves, don't flag precise technical vocabulary) are unusually well aligned with scientific writing research.",gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-025,openai/gpt-5.4,-2,"The description says 'rewrite drafts so a person appears to have written them.' That frames the task as **appearance management**, not clarity or audience fit.",gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-025,anthropic/claude-opus-4.7,-2,"The skill's job description ('Rewrite drafts so a person appears to have written them') is ambiguous between two goals — improving prose whose *tells* are the problem, and making AI-written prose harder to attribute.",gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-025,x-ai/grok-4.5,-2,**Primary framing ('so a person appears to have written them')** sits on the detectability/evasion axis.,gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-026,openai/gpt-5.4,-2,"There is no middle mode for public-facing docs, health-style explainers, product docs for mixed audiences, or executive summaries.",gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-026,anthropic/claude-opus-4.7,-2,A `plainlang` skill. The repo has an aerospace-standard skill (`ste`) and a de-slop skill (`humanize`) but not a plain-language skill aligned with the Federal Plain Language Guidelines / PLAIN.,gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-026,x-ai/grok-4.5,-2,**Plain-language-as-document-standard is missing** as a first-class skill; plainspoken ≠ Federal/ISO plain language for public docs.,gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-027,openai/gpt-5.4,-2,The literature starts with audience/task analysis; the repo starts with stylistic transformation. That is backwards from the strongest evidence.,gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-027,anthropic/claude-opus-4.7,-2,Audience/purpose specification is not a first-class input. The plain-language literature (§1.3) and rhetorical-genre theory (§1.1) both put audience/purpose *before* rules. The repo puts rules first.,gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-027,x-ai/grok-4.5,-2,"**Audience model is implicit**, not operationalized (no lightweight audience/purpose/risk preamble before applying rules).",gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-028,openai/gpt-5.4,-1,The README claims it 'compresses the full standard' into one skill. But the official STE site says no tool can simply write STE for you or reliably convert arbitrary prose into STE,gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-028,anthropic/claude-opus-4.7,-2,The skill correctly identifies the standard… but the skill inherits a scope confusion that the standard's own maintainers warn against.,gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-028,x-ai/grok-4.5,-2,**STE dictionary gap** (verbs ≠ full dictionary) limits claim of full STE compliance.,gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-029,openai/gpt-5.4,-2,"There is no skill for drafting AI-use disclosures, diligence statements, or provenance notes for scholarly or professional contexts.",gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-029,anthropic/claude-opus-4.7,-2,The disclosure/ethics dimension is absent.,gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-029,x-ai/grok-4.5,-2,**Disclosure / provenance / appropriate-use policy** absent despite material trust literature.,gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-030,openai/gpt-5.4,-2,"The requirement that sentence-length coefficient of variation exceed 0.4, and that a piece must take at least one arguable position, are house heuristics, not established writing standards.",gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-030,anthropic/claude-opus-4.7,-1,Criterion 3 ('Sentence-length coefficient of variation is above 0.4…') is a defensible operationalization of the practitioner claim that uniform sentence length is one of the strongest signs of AI writing in any text. But it inherits the readability-formula critique from §1.5: it is a surface metric,gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-030,x-ai/grok-4.5,-2,**Cadence CV > 0.4** is a reasonable anti-metronome heuristic but **not** a validated readability or 'humanness' standard in the academic literature; risk of cargo-cult variation.,gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-031,openai/gpt-5.4,-1,"It overextends STE to genres where controlled language is not clearly best. The README scopes `ste` to docs, procedures, READMEs, reports, UI text. Some of those fit better than others.",gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-031,anthropic/claude-opus-4.7,-2,"The repo's framing does not warn the user that they are applying an aerospace-safety controlled language to a blog-adjacent artefact, which will strip legitimate voice from a README that has no safety exposure.",gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-031,x-ai/grok-4.5,-1,Persistence default ON when unsure is operationally aggressive; STE misapplied to persuasive or narrative chat can harm register fit,gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-032,openai/gpt-5.4,2,"Its scope note—'chat prose, not deliverables'—is one of the repo's best design choices because it acknowledges genre differences.",gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-032,anthropic/claude-opus-4.7,2,"`plainspoken` SKILL.md acknowledges 'if the honest answer is ""it depends""' and 'if you don't know,' but does not address the two harder cases: emotional-context-first and bad-news delivery.",gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-032,x-ai/grok-4.5,1,Excellent for assistant chat. Not a document plain-language skill,gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-033,openai/gpt-5.4,2,"The voice-profile mechanism is also a serious design choice: it shifts the goal from 'generic human' to 'this author's documented habits,' which is more honest and produces better stylistic fit.",gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-033,anthropic/claude-opus-4.7,2,Voice-profile design in `humanize`. Requiring three-to-five unedited samples and letting the profile override generic rules is well-aligned with plain-language theory's 'write for your audience',gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-033,x-ai/grok-4.5,2,Voice-profile calibration outranking generic rules—addresses 'generic human' failure mode.,gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-034,openai/gpt-5.4,2,A randomized trial found that plain-language versions improved adults' understanding of health recommendations.,gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-034,anthropic/claude-opus-4.7,0,,gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-034,x-ai/grok-4.5,0,,gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-035,openai/gpt-5.4,1,The repo's own warning not to introduce errors intentionally,gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-035,anthropic/claude-opus-4.7,2,explicitly warns against overcorrection ('Aggressive de-slopping has its own tells'),gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-035,x-ai/grok-4.5,2,**Anti-overcorrection** section shows editorial maturity beyond typical 'humanizer' products.,gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-036,openai/gpt-5.4,-1,"It risks confusing 'clarity' with 'compliance.' Sentence caps and verb restrictions are legitimate within STE, but not a general readability science.",gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-036,anthropic/claude-opus-4.7,-2,"`ste` doesn't gate procedures vs descriptions vs safety-critical at the invocation layer, even though the standard treats these as genre-distinct.",gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-036,x-ai/grok-4.5,-2,No built-in usability-test reminder (plain-language literature's closing loop).,gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-037,openai/gpt-5.4,0,,gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-037,anthropic/claude-opus-4.7,3,"A rhetorical approach to genre should focus not on form or content but on recurrent rhetorical action. Genre is reconceived as social action in response to recurrent rhetorical situations perceived as a combination of purpose, audience, and occasion.",gen-1786548963-7qkwDt9LAmErI1fjjoNN
c-037,x-ai/grok-4.5,0,,gen-1786548963-7qkwDt9LAmErI1fjjoNN
