claim_id,model_id,score,quote,grading_call_id
c-020,x-ai/grok-4.5,1,Homogenization is a recurring finding: model assistance can reduce stylistic diversity across writers,gen-1786559982-jWuTVKgkYAUbN75MTiVI
c-021,openai/gpt-5.4,0,,gen-1786559982-jWuTVKgkYAUbN75MTiVI
c-021,anthropic/claude-opus-4.7,2,"**ISO 24495-1:2023** — first international plain-language standard. Four principles: the reader can find, understand, use, and act on the information they need.",gen-1786559982-jWuTVKgkYAUbN75MTiVI
c-021,x-ai/grok-4.5,2,"**ISO 24495-1:2023** *Plain language — Part 1: Governing principles and guidelines*: four governing principles—(1) readers get what they need, (2) can find what they need, (3) understand, (4) use—explicitly **purpose- and audience-relative**, not a universal style sheet.",gen-1786559982-jWuTVKgkYAUbN75MTiVI
c-022,openai/gpt-5.4,2,"The description ""Rewrite drafts so a person appears to have written them"" in both README and skill frontmatter can be read as optimizing for concealment.",gen-1786559982-jWuTVKgkYAUbN75MTiVI
c-022,anthropic/claude-opus-4.7,2,"**Detectability framing** in README (""read like a human wrote it"") can be read as evasion-oriented; body text is more responsible than the one-liner marketing frame.",gen-1786559982-jWuTVKgkYAUbN75MTiVI
c-022,x-ai/grok-4.5,2,**No disclosure guidance** when publishing AI-assisted bylined work—gap vs. journal/policy trends (Part 1.6).,gen-1786559982-jWuTVKgkYAUbN75MTiVI
c-023,openai/gpt-5.4,2,"The repo distinguishes genres better than it distinguishes audiences within genres. Novice vs expert, internal vs external, executive vs practitioner are under-modeled.",gen-1786559982-jWuTVKgkYAUbN75MTiVI
c-023,anthropic/claude-opus-4.7,2,"No audience calibration. Plain-language standards require audience analysis first. Plainspoken applies the same register to a hostile stakeholder, a junior engineer, and a peer",gen-1786559982-jWuTVKgkYAUbN75MTiVI
c-023,x-ai/grok-4.5,2,"**Audience profiles** parallel to voice profiles (novice, expert, L2, regulator).",gen-1786559982-jWuTVKgkYAUbN75MTiVI
c-024,openai/gpt-5.4,0,,gen-1786559982-jWuTVKgkYAUbN75MTiVI
c-024,anthropic/claude-opus-4.7,2,"rule 6 (""break any of these rules sooner than say anything outright barbarous"") is essential and often dropped.",gen-1786559982-jWuTVKgkYAUbN75MTiVI
c-024,x-ai/grok-4.5,0,,gen-1786559982-jWuTVKgkYAUbN75MTiVI
c-025,openai/gpt-5.4,2,"The skill has genre overrides for academic writing, but there is no parallel explicit mode for: legal/regulatory prose, executive summaries, customer support, marketing copy, reference documentation.",gen-1786559982-jWuTVKgkYAUbN75MTiVI
c-025,anthropic/claude-opus-4.7,2,"No override for regulated writing (legal, medical, financial disclosure) where hedging *is* the required register and taking a position creates liability.",gen-1786559982-jWuTVKgkYAUbN75MTiVI
c-025,x-ai/grok-4.5,2,"No override for regulated writing (legal, medical, financial disclosure) where hedging *is* the required register and taking a position creates liability.",gen-1786559982-jWuTVKgkYAUbN75MTiVI
c-026,openai/gpt-5.4,1,"In technical and procedural contexts, especially where users are non-native readers, consistency, constrained grammar, and explicit reference can be more important than expressive richness.",gen-1786559982-jWuTVKgkYAUbN75MTiVI
c-026,anthropic/claude-opus-4.7,2,"Studies of STE and CTE report improved comprehension for non-native readers and reduced translation cost/error ... controlled language is measurably *worse* for engagement, persuasion, and expressive tasks",gen-1786559982-jWuTVKgkYAUbN75MTiVI
c-026,x-ai/grok-4.5,1,Restricted vocabulary with one meaning per approved word — reduces polysemy errors for L2 readers and for machine translation,gen-1786559982-jWuTVKgkYAUbN75MTiVI
